order_id,customer_id,order_date,discount_amount,shipping_amount,order_status,payment_type
501,40,2026-02-10,0.00,4.99,Completed,PayPal
502,102,2024-07-27,0.00,8.99,Completed,Card
503,105,2026-02-15,0.00,4.99,Completed,Cash
504,85,2024-09-24,0.00,6.99,Completed,Bank Transfer
505,56,2023-08-17,0.08,6.99,Completed,Bank Transfer
506,137,2023-11-12,0.09,8.99,Completed,Cash
507,101,2025-05-21,0.08,14.99,Completed,Cash
508,131,2023-09-24,0.15,8.99,Completed,Cash
509,26,2024-07-01,0.06,14.99,Completed,Bank Transfer
510,75,2025-12-31,0.00,14.99,Completed,PayPal
511,134,2025-10-20,0.06,14.99,Completed,Bank Transfer
512,81,2023-03-11,0.14,14.99,Completed,PayPal
513,154,2024-12-31,0.00,8.99,Completed,PayPal
514,128,2023-08-07,0.00,6.99,Completed,Bank Transfer
515,133,2023-08-06,0.00,14.99,Completed,Bank Transfer
516,58,2024-05-28,0.00,6.99,Completed,Bank Transfer
517,110,2026-01-11,0.14,6.99,Completed,Bank Transfer
518,85,2025-10-25,0.13,6.99,Completed,Bank Transfer
519,148,2025-05-10,0.12,8.99,Completed,Card
520,109,2026-01-04,0.14,6.99,Completed,Bank Transfer
521,47,2025-10-27,0.00,6.99,Completed,Bank Transfer
522,141,2023-03-04,0.00,4.99,Completed,Bank Transfer
523,16,2025-02-26,0.00,8.99,Completed,Cash
524,110,2025-12-17,0.00,8.99,Completed,PayPal
525,62,2023-06-16,0.00,6.99,Completed,PayPal
526,86,2025-10-10,0.09,8.99,Completed,Card
527,16,2025-05-16,0.00,4.99,Completed,Card
528,142,2023-11-21,0.06,4.99,Completed,PayPal
529,36,2024-06-10,0.00,8.99,Completed,Bank Transfer
530,100,2025-07-25,0.00,8.99,Completed,Cash
531,64,2024-12-25,0.14,8.99,Completed,Card
532,31,2024-04-06,0.00,4.99,Completed,PayPal
533,84,2024-06-17,0.09,14.99,Completed,Bank Transfer
534,96,2024-08-21,0.11,8.99,Completed,Bank Transfer
535,103,2024-12-26,0.00,6.99,Completed,Bank Transfer
536,80,2025-06-25,0.00,14.99,Completed,Card
537,127,2025-01-11,0.09,6.99,Completed,Card
538,74,2025-04-08,0.00,14.99,Completed,Cash
539,62,2023-04-19,0.00,6.99,Completed,Bank Transfer
540,124,2024-09-05,0.00,4.99,Completed,Card
541,129,2025-02-09,0.13,14.99,Completed,Cash
542,90,2023-01-25,0.00,4.99,Completed,Cash
543,98,2025-06-09,0.00,14.99,Completed,Bank Transfer
544,135,2025-10-04,0.13,4.99,Completed,PayPal
545,24,2023-07-09,0.00,6.99,Completed,Bank Transfer
546,151,2023-08-14,0.00,6.99,Completed,Card
547,100,2025-03-03,0.00,14.99,Completed,Bank Transfer
548,95,2023-12-03,0.11,4.99,Completed,PayPal
549,116,2025-05-08,0.00,8.99,Completed,PayPal
550,159,2023-04-21,0.00,6.99,Completed,PayPal
551,141,2024-03-16,0.00,6.99,Completed,Card
552,74,2025-09-07,0.14,14.99,Completed,Cash
553,18,2025-01-13,0.10,4.99,Completed,PayPal
554,147,2025-03-05,0.11,8.99,Completed,PayPal
555,98,2025-07-21,0.00,8.99,Completed,Bank Transfer
556,74,2024-08-04,0.00,6.99,Completed,Bank Transfer
557,49,2023-03-15,0.00,14.99,Completed,Card
558,67,2024-03-19,0.00,6.99,Completed,PayPal
559,151,2025-10-09,0.00,6.99,Completed,Card
560,91,2024-02-07,0.00,6.99,Completed,Cash
561,77,2024-10-04,0.00,4.99,Completed,PayPal
562,50,2025-12-14,0.14,6.99,Completed,PayPal
563,35,2024-07-09,0.09,14.99,Completed,PayPal
564,149,2024-12-30,0.00,4.99,Completed,Cash
565,138,2025-10-17,0.13,4.99,Completed,Cash
566,26,2025-10-19,0.07,14.99,Completed,Cash
567,71,2024-04-17,0.09,14.99,Completed,PayPal
568,17,2025-03-02,0.00,8.99,Completed,Cash
569,158,2025-11-24,0.00,8.99,Completed,Bank Transfer
570,20,2025-01-08,0.08,4.99,Completed,Card
571,132,2024-09-15,0.00,8.99,Completed,PayPal
572,1,2023-08-28,0.00,6.99,Completed,Cash
573,12,2024-06-10,0.00,4.99,Completed,Bank Transfer
574,15,2026-02-06,0.00,4.99,Completed,Cash
575,98,2023-09-13,0.00,14.99,Completed,Cash
576,79,2023-07-25,0.00,8.99,Completed,Bank Transfer
577,42,2025-07-29,0.00,4.99,Completed,Cash
578,103,2023-04-12,0.00,6.99,Completed,PayPal
579,140,2024-03-15,0.00,6.99,Completed,Card
580,77,2025-12-11,0.00,6.99,Completed,Cash
581,64,2026-02-02,0.12,4.99,Completed,Bank Transfer
582,100,2024-11-30,0.00,4.99,Completed,Card
583,3,2025-08-27,0.00,4.99,Completed,PayPal
584,129,2025-10-11,0.00,6.99,Completed,Card
585,55,2023-12-17,0.00,8.99,Completed,PayPal
586,15,2025-02-28,0.00,8.99,Completed,Bank Transfer
587,109,2024-08-29,0.00,8.99,Completed,Bank Transfer
588,86,2023-06-17,0.00,6.99,Completed,Card
589,36,2023-02-09,0.00,6.99,Completed,Bank Transfer
590,6,2024-06-18,0.00,8.99,Completed,Bank Transfer
591,146,2023-05-01,0.14,14.99,Completed,Cash
592,126,2024-10-01,0.00,8.99,Completed,PayPal
593,39,2024-03-23,0.00,14.99,Completed,Card
594,101,2025-08-04,0.00,8.99,Completed,Bank Transfer
595,18,2023-01-10,0.10,6.99,Completed,Bank Transfer
596,139,2025-03-06,0.08,4.99,Completed,Card
597,135,2024-10-18,0.00,4.99,Completed,Cash
598,133,2025-08-08,0.00,14.99,Completed,Card
599,18,2023-08-16,0.00,8.99,Completed,PayPal
600,71,2026-01-12,0.00,8.99,Completed,PayPal
601,155,2023-04-12,0.00,8.99,Completed,PayPal
602,157,2023-02-03,0.00,4.99,Completed,Card
603,62,2024-01-03,0.00,6.99,Completed,Cash
604,89,2025-07-01,0.00,4.99,Completed,Card
605,5,2025-04-14,0.00,8.99,Completed,Bank Transfer
606,44,2024-06-21,0.00,4.99,Completed,Cash
607,35,2023-01-31,0.00,6.99,Completed,Cash
608,66,2023-06-09,0.00,4.99,Completed,PayPal
609,11,2024-06-15,0.00,4.99,Completed,Cash
610,118,2024-01-14,0.00,6.99,Completed,Card
611,128,2024-08-15,0.00,8.99,Completed,Bank Transfer
612,21,2025-08-18,0.09,8.99,Completed,Cash
613,63,2023-01-23,0.12,6.99,Completed,Cash
614,86,2024-06-29,0.10,14.99,Completed,Cash
615,55,2024-01-28,0.00,6.99,Completed,Card
616,103,2024-10-18,0.15,4.99,Completed,PayPal
617,32,2025-07-11,0.00,8.99,Completed,Card
618,141,2025-06-25,0.00,6.99,Completed,Cash
619,124,2025-10-20,0.00,4.99,Completed,Card
620,158,2025-03-23,0.00,14.99,Completed,PayPal
621,47,2025-03-06,0.00,14.99,Completed,PayPal
622,12,2025-06-21,0.00,4.99,Completed,Cash
623,147,2023-08-22,0.00,14.99,Completed,Cash
624,77,2023-06-02,0.00,14.99,Completed,Cash
625,94,2025-01-20,0.00,8.99,Completed,PayPal
626,13,2024-12-07,0.08,14.99,Completed,Card
627,91,2024-06-16,0.00,14.99,Completed,Bank Transfer
628,72,2024-02-29,0.00,6.99,Completed,PayPal
629,2,2023-03-08,0.00,4.99,Completed,Bank Transfer
630,92,2024-07-13,0.07,14.99,Completed,PayPal
631,116,2024-10-31,0.06,4.99,Completed,PayPal
632,159,2025-05-12,0.12,4.99,Completed,Bank Transfer
633,15,2024-11-01,0.00,6.99,Completed,Cash
634,158,2024-04-16,0.00,6.99,Completed,PayPal
635,155,2025-09-28,0.00,14.99,Completed,PayPal
636,71,2024-06-26,0.00,14.99,Completed,Bank Transfer
637,33,2023-09-28,0.00,4.99,Completed,Bank Transfer
638,117,2023-07-25,0.07,8.99,Completed,Bank Transfer
639,157,2024-06-14,0.00,8.99,Completed,Bank Transfer
640,53,2023-06-20,0.09,8.99,Completed,PayPal
641,10,2025-04-21,0.00,4.99,Completed,Card
642,136,2024-06-08,0.09,14.99,Completed,Cash
643,37,2025-10-18,0.06,4.99,Completed,Cash
644,136,2025-08-16,0.00,14.99,Completed,Bank Transfer
645,143,2025-11-22,0.14,14.99,Completed,Cash
646,44,2023-12-15,0.00,8.99,Completed,Bank Transfer
647,92,2023-09-11,0.00,6.99,Completed,PayPal
648,98,2024-04-27,0.00,4.99,Completed,Card
649,134,2025-10-10,0.15,4.99,Completed,Bank Transfer
650,40,2024-01-16,0.11,6.99,Completed,Bank Transfer
651,135,2025-10-06,0.13,6.99,Completed,Bank Transfer
652,18,2024-11-14,0.00,6.99,Completed,Cash
653,160,2023-06-17,0.09,14.99,Completed,PayPal
654,135,2023-10-17,0.06,4.99,Completed,Cash
655,34,2023-05-15,0.09,6.99,Completed,Card
656,36,2024-05-04,0.00,4.99,Completed,PayPal
657,39,2023-09-30,0.00,8.99,Completed,Bank Transfer
658,9,2025-10-07,0.00,6.99,Completed,PayPal
659,27,2025-02-08,0.07,8.99,Completed,Bank Transfer
660,22,2025-10-01,0.06,14.99,Completed,PayPal
661,20,2024-05-27,0.15,6.99,Completed,PayPal
662,10,2024-08-04,0.00,4.99,Completed,Card
663,82,2024-04-30,0.00,8.99,Completed,Bank Transfer
664,46,2025-03-11,0.00,4.99,Completed,PayPal
665,53,2023-03-25,0.00,8.99,Completed,PayPal
666,93,2023-06-29,0.00,14.99,Completed,Cash
667,103,2024-03-11,0.13,14.99,Completed,Cash
668,28,2025-01-07,0.00,8.99,Completed,PayPal
669,28,2023-08-22,0.00,14.99,Completed,Card
670,129,2024-12-06,0.00,8.99,Completed,Bank Transfer
671,98,2024-03-31,0.00,8.99,Completed,Bank Transfer
672,151,2023-12-10,0.11,4.99,Completed,Cash
673,32,2024-08-18,0.09,4.99,Completed,Card
674,110,2025-07-27,0.00,14.99,Completed,Bank Transfer
675,94,2024-08-24,0.13,8.99,Completed,Cash
676,103,2024-03-07,0.13,14.99,Completed,Cash
677,6,2023-03-21,0.00,14.99,Completed,Card
678,107,2026-01-04,0.06,4.99,Completed,PayPal
679,11,2023-04-11,0.00,14.99,Completed,Bank Transfer
680,154,2025-10-10,0.00,4.99,Completed,Card
681,153,2024-06-14,0.00,4.99,Completed,Bank Transfer
682,110,2023-04-27,0.00,4.99,Completed,Bank Transfer
683,37,2024-07-11,0.08,4.99,Completed,PayPal
684,87,2023-02-22,0.00,14.99,Completed,Bank Transfer
685,135,2023-12-27,0.00,6.99,Completed,Card
686,139,2023-06-05,0.00,4.99,Completed,Cash
687,154,2023-10-28,0.00,8.99,Completed,Cash
688,157,2025-10-18,0.00,14.99,Completed,Card
689,160,2024-05-18,0.00,14.99,Completed,Cash
690,78,2023-10-20,0.09,6.99,Completed,Bank Transfer
691,78,2024-09-18,0.00,14.99,Completed,Card
692,42,2025-10-19,0.00,8.99,Completed,Cash
693,151,2024-07-04,0.00,8.99,Completed,Bank Transfer
694,100,2024-09-28,0.15,4.99,Completed,Cash
695,107,2023-08-31,0.00,8.99,Completed,Cash
696,5,2025-06-30,0.05,6.99,Completed,Card
697,92,2023-11-13,0.00,8.99,Completed,Bank Transfer
698,136,2024-04-02,0.00,4.99,Completed,PayPal
699,111,2024-03-25,0.09,4.99,Completed,PayPal
700,73,2024-08-12,0.00,8.99,Completed,Card
701,24,2023-08-29,0.00,6.99,Completed,Cash
702,111,2023-07-26,0.13,4.99,Completed,PayPal
703,126,2025-10-09,0.00,8.99,Completed,Card
704,8,2024-10-21,0.14,6.99,Completed,Card
705,54,2024-04-17,0.00,4.99,Completed,Card
706,153,2025-03-01,0.00,14.99,Completed,Bank Transfer
707,105,2024-10-01,0.10,4.99,Completed,PayPal
708,92,2024-11-02,0.00,6.99,Completed,Card
709,31,2025-07-26,0.00,4.99,Completed,Bank Transfer
710,151,2023-07-09,0.00,8.99,Completed,Cash
711,119,2024-10-21,0.00,8.99,Completed,Bank Transfer
712,21,2025-02-22,0.00,4.99,Completed,Cash
713,22,2025-10-01,0.07,14.99,Completed,Card
714,89,2024-10-24,0.00,6.99,Completed,PayPal
715,91,2023-02-21,0.00,8.99,Completed,Card
716,33,2024-07-10,0.11,8.99,Completed,Bank Transfer
717,65,2025-01-08,0.00,4.99,Completed,Cash
718,162,2024-12-15,0.00,8.99,Completed,Card
719,23,2024-11-25,0.00,4.99,Completed,Card
720,1,2025-03-04,0.00,4.99,Completed,Card
721,89,2023-09-21,0.00,14.99,Completed,Bank Transfer
722,78,2025-12-19,0.00,6.99,Completed,PayPal
723,84,2025-08-16,0.00,8.99,Completed,PayPal
724,16,2023-12-29,0.00,6.99,Completed,PayPal
725,58,2023-04-12,0.00,8.99,Completed,Card
726,23,2025-03-04,0.00,4.99,Completed,Card
727,16,2024-03-27,0.00,4.99,Completed,Bank Transfer
728,149,2025-11-16,0.08,14.99,Completed,Bank Transfer
729,2,2023-05-04,0.00,4.99,Completed,PayPal
730,101,2023-04-07,0.00,8.99,Completed,Card
731,26,2023-10-28,0.09,6.99,Completed,Cash
732,26,2024-10-11,0.00,4.99,Completed,Card
733,58,2024-08-25,0.00,4.99,Completed,Card
734,36,2025-02-26,0.12,6.99,Completed,Card
735,146,2024-01-25,0.14,8.99,Completed,Cash
736,140,2023-11-14,0.07,6.99,Completed,Cash
737,126,2025-05-31,0.00,4.99,Completed,Cash
738,152,2025-09-19,0.00,14.99,Completed,Bank Transfer
739,63,2024-10-21,0.00,14.99,Completed,Bank Transfer
740,91,2024-06-29,0.00,14.99,Completed,Bank Transfer
741,97,2023-09-14,0.00,4.99,Completed,Card
742,4,2023-04-06,0.00,8.99,Completed,PayPal
743,66,2023-09-18,0.14,8.99,Completed,Cash
744,90,2023-12-27,0.11,6.99,Completed,Bank Transfer
745,27,2023-12-29,0.00,6.99,Completed,Card
746,18,2023-09-09,0.07,8.99,Completed,Card
747,37,2025-09-03,0.00,4.99,Completed,PayPal
748,159,2023-11-02,0.00,4.99,Completed,PayPal
749,143,2024-02-12,0.00,8.99,Completed,PayPal
750,33,2023-08-23,0.00,6.99,Completed,Card
751,13,2023-04-21,0.00,14.99,Completed,Bank Transfer
752,24,2025-04-26,0.00,14.99,Completed,Card
753,121,2024-01-27,0.00,6.99,Completed,Card
754,74,2023-04-10,0.00,4.99,Completed,Card
755,10,2023-08-08,0.08,4.99,Completed,Cash
756,113,2024-04-03,0.08,14.99,Completed,PayPal
757,15,2025-05-29,0.00,6.99,Completed,Cash
758,28,2024-03-12,0.00,14.99,Completed,Bank Transfer
759,127,2024-04-11,0.00,4.99,Completed,Bank Transfer
760,66,2025-02-23,0.00,14.99,Completed,Card
761,64,2025-09-30,0.00,4.99,Completed,PayPal
762,136,2023-02-13,0.00,6.99,Completed,Cash
763,22,2024-06-13,0.06,14.99,Completed,Cash
764,31,2025-03-01,0.08,14.99,Completed,Bank Transfer
765,86,2025-06-05,0.00,14.99,Completed,Card
766,105,2025-10-11,0.00,8.99,Completed,Bank Transfer
767,147,2024-10-02,0.00,8.99,Completed,Card
768,132,2024-10-02,0.00,4.99,Completed,Card
769,141,2025-05-03,0.00,4.99,Completed,Bank Transfer
770,137,2024-07-10,0.15,4.99,Completed,Card
771,115,2024-02-20,0.00,6.99,Completed,PayPal
772,159,2023-05-19,0.00,14.99,Completed,Bank Transfer
773,13,2023-02-04,0.10,8.99,Completed,Cash
774,60,2024-12-12,0.06,6.99,Completed,PayPal
775,24,2025-06-14,0.00,14.99,Completed,Card
776,22,2023-06-29,0.00,6.99,Completed,Card
777,26,2024-07-07,0.07,4.99,Completed,PayPal
778,45,2024-10-14,0.00,6.99,Completed,PayPal
779,33,2023-04-04,0.13,8.99,Completed,Cash
780,28,2025-05-19,0.00,4.99,Completed,Cash
781,37,2025-03-06,0.13,8.99,Completed,Card
782,16,2024-03-18,0.00,14.99,Completed,Card
783,85,2023-12-19,0.14,6.99,Completed,Bank Transfer
784,63,2025-01-11,0.00,6.99,Completed,PayPal
785,146,2025-03-28,0.07,4.99,Completed,PayPal
786,65,2023-07-09,0.00,8.99,Completed,Cash
787,117,2024-12-01,0.11,4.99,Completed,Cash
788,121,2025-12-16,0.00,6.99,Completed,PayPal
789,72,2026-02-16,0.00,4.99,Completed,Card
790,90,2025-03-19,0.06,4.99,Completed,Cash
791,21,2025-02-28,0.00,4.99,Completed,Bank Transfer
792,89,2023-10-31,0.00,8.99,Completed,Bank Transfer
793,27,2024-09-09,0.00,6.99,Completed,Bank Transfer
794,65,2024-06-05,0.00,14.99,Completed,PayPal
795,102,2026-01-30,0.00,4.99,Completed,Cash
796,29,2024-03-19,0.00,14.99,Completed,Bank Transfer
797,62,2026-01-30,0.12,6.99,Completed,Card
798,100,2024-05-09,0.00,4.99,Completed,Card
799,58,2023-07-04,0.07,14.99,Completed,PayPal
800,32,2024-02-12,0.00,14.99,Completed,Bank Transfer
801,48,2023-05-23,0.08,6.99,Completed,Card
802,114,2025-10-11,0.00,14.99,Completed,Cash
803,118,2023-09-06,0.14,8.99,Completed,Cash
804,72,2025-08-27,0.14,14.99,Completed,Cash
805,96,2025-04-11,0.05,8.99,Completed,Bank Transfer
806,88,2023-06-05,0.00,14.99,Completed,Card
807,134,2025-11-23,0.00,14.99,Completed,Cash
808,31,2024-06-11,0.07,4.99,Completed,PayPal
809,117,2025-09-19,0.00,4.99,Completed,Card
810,19,2024-01-06,0.00,6.99,Completed,Card
811,38,2025-12-10,0.06,6.99,Completed,PayPal
812,70,2023-01-08,0.12,6.99,Completed,PayPal
813,46,2024-03-04,0.00,14.99,Completed,Bank Transfer
814,145,2023-08-20,0.00,4.99,Completed,Card
815,86,2023-12-11,0.11,6.99,Completed,Cash
816,19,2025-04-24,0.00,6.99,Completed,Bank Transfer
817,161,2024-09-15,0.05,14.99,Completed,Cash
818,44,2023-07-25,0.00,14.99,Completed,Cash
819,25,2024-11-13,0.00,8.99,Completed,Card
820,27,2024-12-29,0.00,6.99,Completed,Cash
821,36,2023-05-24,0.09,6.99,Completed,Cash
822,61,2023-03-24,0.00,14.99,Completed,Card
823,114,2023-06-24,0.00,14.99,Completed,Bank Transfer
824,100,2023-04-05,0.00,8.99,Completed,Cash
825,109,2024-06-22,0.00,4.99,Completed,Card
826,144,2023-05-15,0.08,8.99,Completed,Bank Transfer
827,56,2024-04-09,0.12,8.99,Completed,Cash
828,126,2024-07-23,0.00,6.99,Completed,Bank Transfer
829,63,2024-06-04,0.00,4.99,Completed,Card
830,113,2025-10-23,0.00,4.99,Completed,PayPal
831,125,2025-12-05,0.00,14.99,Completed,Card
832,87,2023-02-16,0.00,14.99,Completed,PayPal
833,109,2024-01-10,0.00,4.99,Completed,PayPal
834,50,2024-01-06,0.00,8.99,Completed,PayPal
835,158,2024-02-09,0.06,4.99,Completed,Bank Transfer
836,24,2023-07-20,0.00,8.99,Completed,Bank Transfer
837,152,2025-04-20,0.05,8.99,Completed,PayPal
838,6,2025-01-26,0.00,14.99,Completed,Bank Transfer
839,85,2023-06-21,0.00,6.99,Completed,PayPal
840,74,2025-01-23,0.11,4.99,Completed,Card
841,144,2023-08-26,0.00,6.99,Completed,Card
842,159,2024-05-21,0.00,4.99,Completed,Cash
843,59,2026-01-25,0.14,4.99,Completed,Cash
844,39,2023-03-05,0.00,8.99,Completed,PayPal
845,126,2023-10-03,0.12,8.99,Completed,Cash
846,15,2023-06-26,0.00,4.99,Completed,Bank Transfer
847,127,2024-08-24,0.00,14.99,Completed,Card
848,8,2023-01-16,0.11,4.99,Completed,Bank Transfer
849,146,2025-12-11,0.06,6.99,Completed,Card
850,112,2024-05-22,0.00,6.99,Completed,Card
851,5,2024-10-04,0.00,14.99,Completed,Card
852,111,2023-12-16,0.00,6.99,Completed,Bank Transfer
853,21,2025-12-02,0.00,6.99,Completed,Cash
854,112,2023-10-30,0.00,6.99,Completed,PayPal
855,94,2023-04-11,0.08,6.99,Completed,Cash
856,82,2023-06-13,0.00,8.99,Completed,Cash
857,25,2024-11-06,0.00,8.99,Completed,PayPal
858,24,2025-12-29,0.00,8.99,Completed,PayPal
859,159,2023-02-02,0.00,14.99,Completed,Card
860,74,2023-05-10,0.00,8.99,Completed,Bank Transfer
861,159,2024-06-27,0.00,8.99,Completed,Cash
862,25,2026-02-18,0.00,8.99,Completed,Cash
863,138,2024-01-11,0.00,6.99,Completed,PayPal
864,64,2025-08-15,0.09,14.99,Completed,Bank Transfer
865,157,2024-06-24,0.00,14.99,Completed,Bank Transfer
866,140,2025-02-18,0.14,4.99,Completed,Cash
867,4,2023-05-14,0.00,4.99,Completed,Cash
868,70,2026-01-22,0.00,14.99,Completed,PayPal
869,30,2023-12-05,0.12,14.99,Completed,Cash
870,129,2023-03-23,0.12,6.99,Completed,Bank Transfer
871,14,2025-12-07,0.00,4.99,Completed,PayPal
872,62,2023-09-15,0.07,14.99,Completed,Cash
873,108,2024-03-02,0.07,6.99,Completed,PayPal
874,135,2023-10-12,0.14,6.99,Completed,PayPal
875,86,2025-09-10,0.00,14.99,Completed,Card
876,66,2024-05-28,0.00,14.99,Completed,Bank Transfer
877,80,2023-08-06,0.00,14.99,Completed,PayPal
878,33,2024-06-25,0.08,6.99,Completed,Bank Transfer
879,147,2023-06-20,0.00,8.99,Completed,Cash
880,6,2025-10-04,0.00,8.99,Completed,Bank Transfer
881,14,2025-08-31,0.08,8.99,Completed,Cash
882,118,2024-12-16,0.12,14.99,Completed,Cash
883,73,2025-10-19,0.00,14.99,Completed,PayPal
884,31,2025-07-15,0.00,14.99,Completed,PayPal
885,159,2025-09-19,0.00,6.99,Completed,Card
886,14,2025-11-30,0.00,14.99,Completed,Bank Transfer
887,96,2023-08-26,0.00,8.99,Completed,PayPal
888,2,2023-09-08,0.00,8.99,Completed,Card
889,88,2024-04-06,0.00,8.99,Completed,Card
890,15,2025-07-02,0.00,4.99,Completed,Cash
891,58,2025-08-03,0.00,8.99,Completed,Cash
892,4,2025-08-08,0.00,14.99,Completed,Bank Transfer
893,123,2023-11-17,0.00,14.99,Completed,PayPal
894,135,2023-08-11,0.00,14.99,Completed,PayPal
895,123,2025-09-25,0.00,8.99,Completed,Card
896,10,2025-01-15,0.00,6.99,Completed,Cash
897,21,2024-03-18,0.00,8.99,Completed,Card
898,59,2023-07-22,0.09,8.99,Completed,Card
899,75,2023-02-21,0.05,8.99,Completed,Cash
900,42,2025-08-18,0.00,6.99,Completed,Card
901,121,2025-03-15,0.00,4.99,Completed,Card
902,125,2025-03-15,0.00,14.99,Completed,Cash
903,121,2024-06-13,0.00,14.99,Completed,Cash
904,9,2023-08-10,0.10,14.99,Completed,Cash
905,95,2023-04-06,0.00,4.99,Completed,Cash
906,20,2025-08-22,0.11,8.99,Completed,Card
907,61,2023-05-14,0.00,14.99,Completed,Cash
908,81,2023-01-31,0.00,4.99,Completed,Bank Transfer
909,94,2024-07-03,0.00,14.99,Completed,Card
910,10,2026-02-23,0.06,14.99,Completed,Card
911,69,2024-07-08,0.00,4.99,Completed,PayPal
912,138,2023-05-28,0.00,4.99,Completed,Cash
913,12,2024-07-23,0.00,14.99,Completed,Cash
914,25,2025-06-22,0.00,14.99,Completed,Cash
915,77,2025-12-14,0.00,6.99,Completed,Cash
916,134,2025-09-18,0.10,4.99,Completed,PayPal
917,4,2023-10-27,0.00,6.99,Completed,Cash
918,19,2025-06-24,0.00,8.99,Completed,Card
919,30,2024-02-06,0.00,14.99,Completed,Bank Transfer
920,104,2024-12-30,0.00,6.99,Completed,PayPal
921,116,2024-04-23,0.10,8.99,Completed,Card
922,63,2024-02-23,0.00,4.99,Completed,Bank Transfer
923,34,2023-07-26,0.00,14.99,Completed,Cash
924,67,2025-10-26,0.00,6.99,Completed,PayPal
925,111,2024-10-29,0.10,14.99,Completed,Bank Transfer
926,38,2023-09-30,0.00,8.99,Completed,Bank Transfer
927,125,2026-01-07,0.00,8.99,Completed,Card
928,17,2023-06-12,0.00,8.99,Completed,PayPal
929,146,2026-02-05,0.00,4.99,Completed,Bank Transfer
930,76,2024-05-10,0.10,4.99,Completed,Card
931,37,2025-07-25,0.00,6.99,Completed,Card
932,21,2024-02-21,0.00,4.99,Completed,Bank Transfer
933,52,2025-12-18,0.14,4.99,Completed,Cash
934,128,2024-05-21,0.14,14.99,Completed,Cash
935,72,2023-05-24,0.00,4.99,Completed,PayPal
936,5,2023-05-15,0.00,4.99,Completed,Cash
937,132,2023-12-25,0.00,8.99,Completed,Bank Transfer
938,150,2024-02-06,0.13,4.99,Completed,PayPal
939,151,2023-05-30,0.14,4.99,Completed,Bank Transfer
940,72,2025-12-19,0.00,4.99,Completed,Bank Transfer
941,115,2025-03-22,0.00,14.99,Completed,Card
942,91,2025-05-28,0.00,6.99,Completed,Cash
943,84,2025-02-03,0.13,14.99,Completed,Card
944,134,2025-05-24,0.00,6.99,Completed,Cash
945,52,2023-12-20,0.00,14.99,Completed,Card
946,31,2023-09-23,0.00,4.99,Completed,Cash
947,83,2023-09-10,0.00,4.99,Completed,Card
948,103,2023-06-07,0.10,4.99,Completed,PayPal
949,45,2024-11-20,0.00,4.99,Completed,PayPal
950,19,2025-02-01,0.13,4.99,Completed,Cash
951,68,2026-01-07,0.00,8.99,Completed,Card
952,76,2025-12-06,0.00,6.99,Completed,Card
953,150,2026-02-05,0.00,8.99,Completed,Card
954,72,2025-10-30,0.00,4.99,Completed,Bank Transfer
955,117,2023-12-09,0.00,8.99,Completed,PayPal
956,10,2024-02-02,0.00,8.99,Completed,Card
957,6,2023-01-25,0.14,8.99,Completed,Cash
958,109,2024-05-22,0.00,8.99,Completed,PayPal
959,23,2025-09-25,0.15,4.99,Completed,Cash
960,148,2023-12-10,0.14,4.99,Completed,Cash
961,55,2024-07-22,0.00,14.99,Completed,PayPal
962,45,2025-08-04,0.00,14.99,Completed,PayPal
963,125,2025-05-16,0.00,4.99,Completed,PayPal
964,80,2024-01-15,0.00,14.99,Completed,Bank Transfer
965,160,2023-06-04,0.07,8.99,Completed,Bank Transfer
966,11,2025-10-26,0.00,8.99,Completed,PayPal
967,3,2023-10-02,0.00,14.99,Completed,Cash
968,69,2025-03-15,0.00,4.99,Completed,Cash
969,131,2025-12-20,0.00,8.99,Completed,Card
970,87,2024-08-01,0.05,6.99,Completed,Card
971,123,2023-03-21,0.00,4.99,Completed,Bank Transfer
972,83,2023-02-12,0.00,4.99,Completed,Card
973,129,2025-03-27,0.00,8.99,Completed,Bank Transfer
974,136,2025-11-24,0.00,8.99,Completed,Card
975,20,2024-10-10,0.00,8.99,Completed,Cash
976,32,2025-10-07,0.09,6.99,Completed,Card
977,76,2025-08-25,0.09,14.99,Completed,PayPal
978,123,2025-11-28,0.00,14.99,Completed,PayPal
979,7,2024-09-02,0.00,4.99,Completed,PayPal
980,51,2024-07-09,0.00,14.99,Completed,Bank Transfer
981,57,2025-06-02,0.11,8.99,Completed,Card
982,133,2025-06-21,0.00,14.99,Completed,Card
983,37,2024-10-01,0.00,14.99,Completed,Bank Transfer
984,98,2024-10-28,0.00,8.99,Completed,Card
985,63,2025-03-27,0.00,14.99,Completed,PayPal
986,38,2023-02-18,0.00,6.99,Completed,PayPal
987,151,2025-03-10,0.00,6.99,Completed,PayPal
988,9,2024-05-02,0.10,14.99,Completed,PayPal
989,83,2025-03-20,0.13,4.99,Completed,Card
990,61,2024-05-14,0.00,14.99,Completed,Cash
991,88,2024-01-22,0.00,4.99,Completed,Card
992,71,2023-04-21,0.00,8.99,Completed,Cash
993,158,2025-08-31,0.00,14.99,Completed,Card
994,52,2024-04-15,0.00,4.99,Completed,Bank Transfer
995,35,2025-06-01,0.00,8.99,Completed,PayPal
996,80,2024-03-28,0.00,4.99,Completed,Bank Transfer
997,26,2024-05-31,0.10,4.99,Completed,Cash
998,49,2024-04-28,0.00,8.99,Completed,Bank Transfer
999,86,2025-09-15,0.15,8.99,Completed,Cash
